car_name,variant_name,image,price
Tata Nano Genx,Xt,https://cdni.autocarindia.com/ExtraImages/20190130064236_Tata-Nano.jpg,"Rs. 2,92,667"
Tata Nano Genx,Xe,https://img.indianautosblog.com/2018/02/Datsun-redi-GO-1.0-AMT-front-angle-view.jpg,"Rs. 2,79,650"
Tata Nano Genx,Emax Xm,https://static.india.com/wp-content/uploads/2022/08/AltoK10.jpg?impolicy=Medium_Resize&w=1200&h=800,"Rs. 3,51,832"
Tata Nano Genx,Xta,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https://cdni.autocarindia.com/Galleries/20130715084527_web1.jpg,"Rs. 3,33,419"
Tata Nano Genx,Xm,https://www.marutisuzuki.com/tour-h2-brochure/images/cover.jpg,"Rs. 3,62,000"
Tata Nano Genx,Xma,https://stimg.cardekho.com/images/carexteriorimages/930x620/Hyundai/Santro/7457/1644827486248/front-left-side-47.jpg,"Rs. 3,90,000"
Datsun Redi-Go,D,https://imgd.aeplcdn.com/642x361/n/cw/ec/171229/tata-tiago-left-front-three-quarter17.jpeg?isig=0&wm=1&q=75,"Rs. 4,37,065"
Datsun Redi-Go,T,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlIUG8W5eFB4CHoPsTXMnUo57z7zFfccKDRQ&s,"Rs. 3,53,290"
Datsun Redi-Go,A,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https://cdni.autocarindia.com/ExtraImages/20200218111513_Maruti-Ignis-facelift.jpg&w=700&c=1,"Rs. 2,83,290"
Datsun Redi-Go,S,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/2021_Renault_Triber_RXZ_%28Indonesia%29_front_view.jpg/1200px-2021_Renault_Triber_RXZ_%28Indonesia%29_front_view.jpg,"Rs. 3,83,290"
Datsun Redi-Go,1.0 S,https://imgd.aeplcdn.com/600x337/cw/ec/25016/Toyota-Etios-Liva-facelift-80450.jpg?wm=1&q=75,"Rs. 4,13,290"
Datsun Redi-Go,1.0 S Amt,https://images.carandbike.com/car-images/large/nissan/micra-active/nissan-micra-active.jpg?v=8,"Rs. 4,33,290"
Datsun Redi-Go,Rxe 0.8,https://imgd.aeplcdn.com/664x374/ec/bb/D5/17402/img/ol/Tata-Bolt-Right-Front-Three-Quarter-47397.jpg?v=201711021421&q=80,"Rs. 4,54,490"
Datsun Redi-Go,Std 0.8,"https://img.etimg.com/thumb/width-1600,height-900,imgsize-108232,resizemode-75,msid-31890811/hyundai-xcent-sedan-launched-at-a-starting-price-of-rs-4-66-lakh.jpg","Rs. 4,63,290"
Datsun Redi-Go,Rxl 0.8,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https://cdni.autocarindia.com/ExtraImages/20230210032948_WhatsApp_Image_2023_02_10_at_1.png&w=700&c=1,"Rs. 4,84,490"
Datsun Redi-Go,Rxt 0.8,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202003/Hyundai_Elite_i20_Petrol_BS6_I.png?size=690:388,"Rs. 4,40,990"
Datsun Redi-Go,Rxt 1.0,https://imgd-ct.aeplcdn.com/664x415/n/cw/ec/139133/aura-exterior-left-front-three-quarter.jpeg?isig=0&q=80,"Rs. 4,70,990"
Datsun Redi-Go,Climber 1.0 Mt,https://www.livemint.com/lm-img/img/2024/03/23/600x338/2-0-576043766-Volkswagen-Polo-GTI-0_1680268918249_1711167306420.JPG,"Rs. 4,62,190"
Datsun Redi-Go,Rxt Amt 1.0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Swift-Dzire/10243/1686044076724/front-left-side-47.jpg,"Rs. 4,92,190"
Datsun Redi-Go,Climber Amt 1.0,https://www.v3cars.com/media/model-imgs/1625903172-Ford-Freestyle.jpg,"Rs. 3,77,588"
Datsun Redi-Go,Rxt (O) 1.0,"https://img.etb2bimg.com/imgv2/width-368,height-311,resize_mode-1/retail_files/ameo-1504178657-prod-var.jpg","Rs. 3,94,036"
Datsun Redi-Go,Rxt (O) Amt 1.0,https://images.thequint.com/thequint%2F2015-10%2F8c375644-435f-441a-9ce5-b29859fed5e3%2FFord-Figo-Aspire-Hero.jpg?auto=format%2Ccompress&fmt=webp&width=720&w=1200,"Rs. 3,60,843"
Datsun Redi-Go,Climber (O) Mt 1.0,https://auto.economictimes.indiatimes.com/files/retail_files/platinum-etios-1504001089-prod-var.jpg,"Rs. 4,07,238"
Datsun Redi-Go,Climber (O) Amt 1.0,https://stimg.cardekho.com/images/carexteriorimages/360x240/Toyota/Toyota-Etios-Cross/047.jpg,"Rs. 4,39,777"
Maruti Suzuki Alto K10,Lxi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScLAfa-U2aIEJZ0sdU7hH4HixHrBhQOAO3_w&s,"Rs. 4,38,559"
Maruti Suzuki Alto K10,Vxi,https://i.ndtvimg.com/i/2016-09/fiat-avventura-urban-cross_827x510_51474447410.jpg,"Rs. 3,74,990"
Maruti Suzuki Alto K10,Lx,https://imgd.aeplcdn.com/1920x1080/n/cw/ec/112839/glanza-exterior-left-front-three-quarter.jpeg?isig=0&q=80&q=80,"Rs. 4,68,229"
Maruti Suzuki Alto K10,Vxi (O),https://imgd.aeplcdn.com/1280x720/ec/79/0E/14428/img/m/Fiat-Avventura-Front-view-31590_ol.jpg?t=153152420&t=153152420,"Rs. 5,02,492"
Maruti Suzuki Alto K10,Lxi Cng (O),https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https://cdni.autocarindia.com/ExtraImages/20150613012140_1.JPG&w=700&c=1,"Rs. 4,99,990"
Maruti Suzuki Alto K10,Vxi Amt (O),https://stimg.cardekho.com/images/carexteriorimages/930x620/Jeep/Jeep-Trailhawk/6974/1561461281768/front-left-side-47.jpg,"Rs. 4,69,990"
Datsun Go,D,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2E095TBF7FV-rgokxWM82CAG44mRp_VVazA&s,"Rs. 5,28,464"
Datsun Go,T,https://www.carandbike.com/_next/image?url=https%3A%2F%2Fimages.carandbike.com%2Fcms%2Farticles%2F2023%2F10%2F2012424%2Fsro4jl74_mahindra_alturas_g4_review_625x300_21_November_18_00c50c9970.webp&w=640&q=75,"Rs. 5,53,015"
Datsun Go,T (O),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPkah3r9PqauF8hRjzVH_rOyunSlBFK25ChA&s,"Rs. 5,94,464"
Datsun Go,A (O),https://imgd-ct.aeplcdn.com/664x415/cw/ec/34457/Honda-CRV-Exterior-151102.jpg?wm=1&q=80,"Rs. 6,18,015"
Datsun Go,A,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1MvN3b11TaIExRtj0LSt6yS6pfHyxU8_h3Q&s,"Rs. 4,22,444"
Datsun Go,T Vdc,https://autotijd.be/images/audi/2024/a3-berline/facelift/audi-a3-berline-2024-01.jpg,"Rs. 4,80,670"
Datsun Go,T (O) Vdc,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKJn8QA-GW2qGCX-qYVwJTA7kYO9uwtd5bYA&s,"Rs. 4,29,990"
Datsun Go,T Cvt,https://imgd.aeplcdn.com/664x374/cw/ec/22898/MercedesBenz-CLA-Facelift-Exterior-70480.jpg?v=201711021421&q=80,"Rs. 5,03,990"
Datsun Go,T (O) Cvt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG8__g0L9YwQbLNzK2n44pGr-1xo_qZ02iqQ&s,"Rs. 5,47,990"
Maruti Suzuki Celerio Tour,H2,https://www.carandbike.com/_next/image?url=http%3A%2F%2Fi.ndtvimg.com%2Fi%2F2015-10%2Fdc-avanti_827x510_41445247609.jpg&w=640&q=75,"Rs. 5,30,990"
Maruti Suzuki Celerio Tour,H2 Cng,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW7AqfSF3z-aBziIKL5cvXyXKTov4O4Lq3KQ&s,"Rs. 5,12,990"
Hyundai Santro,Era Mt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0OhxTY2oajoVlFaJ3nwssvOzhU1fqOVcAMQ&s,"Rs. 5,78,990"
Hyundai Santro,Magna Mt,https://stimg.cardekho.com/images/carexteriorimages/930x620/Mini/Cooper-Convertible/5182/1647857852543/front-left-side-47.jpg,"Rs. 5,70,990"
Hyundai Santro,Magna Mt Cng,https://www.financialexpress.com/wp-content/uploads/2022/09/20220912075305-XC40-launch.jpg?w=700,"Rs. 5,56,490"
Hyundai Santro,Magna Amt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw5ZGr02HNgEsTsBZG-HKHU_-UdzgQkAkljg&s,"Rs. 4,60,000"
Hyundai Santro,Sportz Mt,https://www.autocar.co.uk/sites/autocar.co.uk/files/audi-a4-rt-2015-0024_0.jpg,"Rs. 5,20,000"
Hyundai Santro,Sportz Mt Cng,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7yhnrIQofqS6sp3FyxFItLAVi6j5QE2nMFQ&s,"Rs. 5,70,000"
Hyundai Santro,Sportz Amt,https://car-images.bauersecure.com/wp-images/3364/xe_100.jpg,"Rs. 5,99,000"
Hyundai Santro,Asta Mt,https://cdn.motor1.com/images/mgl/LZMpW/s3/2021-jaguar-xf-front.jpg,"Rs. 6,10,000"
Tata Tiago,Revotron Xe,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUJ7iY3wYpMKi1ZKYey8aN8w9vvk6F9-vxFg&s,"Rs. 6,20,000"
Tata Tiago,Revotron Xt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRE5Ks2GBr87gSCxA2MsmKXhG73b2WMplSzEQ&s,"Rs. 6,49,000"
Tata Tiago,Revotron Xz,https://imgd.aeplcdn.com/664x374/n/cw/ec/110503/x3-exterior-left-front-three-quarter.jpeg?isig=0&q=80,"Rs. 6,60,000"
Tata Tiago,Revotron Xz Plus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcYtjKXvrzpR9b-VPwop0hqDZZ6DZbHQparA&s,"Rs. 4,81,074"
Tata Tiago,Revotron Xz Plus Dual Tone,https://imgd.aeplcdn.com/664x374/n/cw/ec/131145/s90-exterior-left-front-three-quarter.jpeg?isig=0&q=80,"Rs. 4,75,198"
Tata Tiago,Revotron Xza,https://imgd.aeplcdn.com/1920x1080/n/cw/ec/51378/s5-sportback-exterior-left-front-three-quarter-2.jpeg?q=80&q=80,"Rs. 5,18,198"
Tata Tiago,Revotron Xza Plus,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOoOr0ZS7vANgrxqJup9EK5pfRjQLQTrNIYA&s,"Rs. 5,24,074"
Tata Tiago,Revotron Xza Plus Dual Tone,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN9amwjcdph5acoFQZQghYiBBR_j1Pk2PAWw&s,"Rs. 4,99,734"
Maruti Suzuki Celerio X,Vxi (O),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh44uiFy9icQxVKGk_1B4hz2SMzHvDuykd5A&s,"Rs. 5,40,350"
Maruti Suzuki Celerio X,Vxi,,"Rs. 5,42,735"
Maruti Suzuki Celerio X,Vxi Amt,,"Rs. 5,52,350"
Maruti Suzuki Celerio X,Vxi Amt (O),https://www.financialexpress.com/wp-content/uploads/2023/12/Mercedes-Benz-GLS.jpg,"Rs. 7,13,898"
Maruti Suzuki Celerio X,Zxi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHo9ARsa3D1l6AQSPKgJcP0pfH9O0Mh1U4LA&s,"Rs. 6,66,898"
Maruti Suzuki Celerio X,Zxi (O),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiBB_-8jy_zGsq8Pk7EWSqP000Ui2punmBKA&s,"Rs. 6,07,841"
Maruti Suzuki Celerio X,Zxi Amt,"https://hips.hearstapps.com/hmg-prod/images/2023-audi-rs-5-coupe-101-1664913723.jpg?crop=0.493xw:0.553xh;0.147xw,0.308xh&resize=768:*","Rs. 5,60,841"
Maruti Suzuki Celerio X,Zxi Amt (O),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROR8a3lqakjHz5jIwR-F87OkMTrwrfJBmS8g&s,"Rs. 4,83,320"
Maruti Suzuki Ignis,Alpha 1.2 Amt,https://www.autocar.co.uk/sites/autocar.co.uk/files/styles/gallery_slide/public/audi-q8-review-2023-001-tracking-front.jpg?itok=t_I9L9Ow,"Rs. 6,30,320"
Maruti Suzuki Ignis,Alpha 1.2 Mt,https://cdn.motor1.com/images/mgl/ge78o/s1/2020-mercedes-s-class-sedan-render.webp,"Rs. 5,83,320"
Maruti Suzuki Ignis,Delta 1.2 Amt,https://www.autocar.co.uk/sites/autocar.co.uk/files/styles/gallery_slide/public/maserqati-levante-v8-ultima-review-01-tracking-front.jpg?itok=WHBMQHsD,"Rs. 4,95,000"
Maruti Suzuki Ignis,Delta 1.2 Mt,https://www.autobest.co.in/uploads/blog/774631014176.jpg,"Rs. 5,59,000"
Maruti Suzuki Ignis,Sigma 1.2 Mt,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver19/images/cars/Audi/thumb-1920-971761.jpg?q=75,"Rs. 6,09,000"
Maruti Suzuki Ignis,Zeta 1.2 Amt,"https://hips.hearstapps.com/hmg-prod/images/2024-maserati-granturismo-trofeo-106-6620070b3aa49.jpg?crop=0.545xw:0.409xh;0.0865xw,0.450xh&resize=1200:*","Rs. 6,63,000"
Maruti Suzuki Ignis,Zeta 1.2 Mt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPWoq6_5FhzDC1-UcgSniteD_kQZq9T4w_qQ&s,"Rs. 5,20,300"
Renault Triber,Rxe,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRG-cxGGanq2D13DgFpguNVlxmRQ-stQKEDQ&s,"Rs. 5,81,000"
Renault Triber,Rxl,https://www.mercedes-benz.co.in/content/india/en/passengercars/models/saloon/mercedes-maybach-s-class/overview/_jcr_content/root/responsivegrid/media_slider/media_slider_item/image.component.damq1.3353605823987.jpg/mercedes-maybach-s-class-z223-teaser-exterior-3302x1858-10-2022.jpg,"Rs. 6,47,800"
Renault Triber,Rxt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy0cQmhEWgpCn2ht4W-upo7KZPZ20bKAaagQ&s,"Rs. 6,30,000"
Renault Triber,Rxz,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3WVReubMclB2rTnHpwJib1rfg-tRs34fzKg&s,"Rs. 7,45,000"
Toyota Etios Liva,G,https://imgd-ct.aeplcdn.com/664x415/cw/ec/26933/MercedesBenz-EClass-Cabriolet-Exterior-129489.jpg?wm=0&q=80,"Rs. 7,04,000"
Toyota Etios Liva,V,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkY5j100iRvIVPhydjT319sGG_nCgS61nmtQ&s,"Rs. 5,97,700"
Toyota Etios Liva,Gd,https://www.financialexpress.com/wp-content/uploads/2022/09/new-lamborghini-urus-s-unveiled.jpg,"Rs. 7,20,700"
Toyota Etios Liva,Vx,https://stimg.cardekho.com/images/carexteriorimages/930x620/Bentley/Continental/7771/1708637147871/front-left-side-47.jpg,"Rs. 6,41,700"
Toyota Etios Liva,Vxd,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAG1tQZtRnh3ja_-PvYhXTGFaFgQwrqr2BaA&s,"Rs. 7,56,700"
Toyota Etios Liva,Vd,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7fq9Pom9F6_tMYRD3OxrlroCV_49GvPrQAw&s,"Rs. 5,58,400"
Toyota Etios Liva,Dual Tone V,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNcLg375fCI9GuaxICr59pztAfGZ-RcKAUuQ&s,"Rs. 6,86,000"
Toyota Etios Liva,Dual Tone Vd,"https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/13q4/551762/2014-ferrari-458-speciale-photo-551763-s-986x603.jpg?crop=0.575xw:0.939xh;0.236xw,0.0611xh&resize=640:*","Rs. 6,62,700"
Toyota Etios Liva,Dual Tone Vx,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgQSjE0t2bDuU36Fy4kl5XYa2IhQlFtbp2phl_CUNKW_avHxrxPgnkhvIa7U8yMpnbXWLwJgs2FV0egNkTZ-q6ndPgpVkCq49WPmWrovHe_G-EGy7JuFw_Ae_npOzwTivwnhGaUN8kUSL_DJKytd5aRJRsviOCyAxgtAyuFttJ7Z4uvbgyHgXeVvUDAPw/s600/3161_main_f.jpg,"Rs. 7,77,700"
Toyota Etios Liva,Dual Tone Vxd,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpWDJCjXruh1nv0oV-P_p9GfIT2Lxmh0PKpA&s,"Rs. 5,25,021"
Toyota Etios Liva,Gx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWvP7xnwexh0_yGu-fv48xhtCiv9gHOBY2yQ&s,"Rs. 5,99,950"
Toyota Etios Liva,Gxd,https://cdn.motor1.com/images/mgl/0bK33/s1/rolls-royce-cullinan.webp,"Rs. 5,63,133"
Toyota Etios Liva,Vx Dual Tone Limited Edition,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxWHcTprqF2U4FDjXDQyuVdi4OfSq3fcm-Nw&s,"Rs. 7,87,980"
Toyota Etios Liva,Vxd Dual Tone Limited Edition,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThz5ygOY5kL5PKKuMi7bP8U0udr1qeOlwtLQ&s,"Rs. 6,61,111"
Nissan Micra Active,Xl,https://www.carandbike.com/_next/image?url=https%3A%2F%2Fimages.carandbike.com%2Fcar-images%2Fbig%2Fmaruti-suzuki%2Falto-800%2Fmaruti-suzuki-alto-800.jpg%3Fv%3D45&w=3840&q=25,"Rs. 6,93,798"
Nissan Micra Active,Xv,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLlFQpm53WLAIuuAuonp16NtmEtOqHQA3ijQ&s,"Rs. 7,19,661"
Nissan Micra Active,Xl (O),https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Celerio/10356/1687520425516/front-left-side-47.jpg,"Rs. 6,74,960"
Tata Bolt,Xt Diesel,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0dIUL1ICHlJ59_wz-la0QxKj1_P2uATl4GA&s,"Rs. 5,29,035"
Tata Bolt,Xe Diesel,https://www.carandbike.com/_next/image?url=https%3A%2F%2Fi.ndtvimg.com%2Fi%2F2017-11%2Fmahindra-kuv100-nxt-review_827x510_71509549407.jpg&w=640&q=75,"Rs. 5,90,268"
Tata Bolt,Xm Diesel,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ73wcc-UFCjKw03XKw2e8pPT8fxkEv3gmz7w&s,"Rs. 6,14,515"
Tata Bolt,Xms Diesel,https://www.financialexpress.com/wp-content/uploads/2022/02/Tata-Altroz-Dark-Edition-1.jpg,"Rs. 5,56,130"
Tata Bolt,Xt Petrol,https://parkplus-bkt-img.parkplus.io/production/chariot_staging/public/frontleftside47jpgimage_20230808190131907926.jpg,"Rs. 5,36,859"
Tata Bolt,Xe Petrol,https://www.carandbike.com/_next/image?url=https%3A%2F%2Fimages.carandbike.com%2Fcar-images%2Fbig%2Ftata%2Fzest%2Ftata-zest.jpg%3Fv%3D16&w=3840&q=25,"Rs. 5,56,130"
Tata Bolt,Xm Petrol,https://www.hondacarindia.com/_next/image?url=https%3A%2F%2Fwww.hondacarindia.com%2Fweb-data%2Fmodels-mobile%2FreasonToChoose%2Famaze%2FBold-Exterior-Styling.jpg&w=3840&q=75,"Rs. 5,36,859"
Tata Bolt,Xms Petrol,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQabCalDdGTYAuAid5QhPwAXObqw_8EyVCRuQ&s,"Rs. 6,39,616"
Hyundai Xcent Prime,Cng T + (Cng +,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlxocZvxrWyuTfvqEGtU4hBu7Px3LAcYeqMA&s,"Rs. 6,20,297"
Hyundai Xcent Prime,T,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https://cdni.autocarindia.com/ExtraImages/20170727013334_PFD_7141.jpg,"Rs. 6,53,523"
Hyundai Xcent Prime,T+,https://stimg.cardekho.com/images/carexteriorimages/360x240/Fiat/Fiat-Linea/047.jpg,"Rs. 5,53,423"
Hyundai Xcent Prime,Cng T (Cng +,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAdwt90WZM7a6wZGRx714SMi-9HNTwZx0Y5Q&s,"Rs. 5,98,940"
Hyundai Xcent Prime,T+ Crdi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ43iQfn5P3AR3sv1MkQV3M725djFyGEM7ztQ&s,"Rs. 5,59,693"
Hyundai Xcent Prime,T Crdi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGq8l2ygzvt9QCKNBFqZh0KjEB3k2eZnjwaQ&s,"Rs. 5,79,900"
Maruti Suzuki Dzire Tour,Ldi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdmcBFgl7pbznbW8yGGpT56TEwmFZr3u2XxQ&s,"Rs. 6,55,900"
Maruti Suzuki Dzire Tour,Lxi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKmHMd5hnHEoKybyYBXAvEGP5IAgXFPkf-pQ&s,"Rs. 7,05,800"
Maruti Suzuki Dzire Tour,Lxi Cng,https://www.hyundai.com/content/dam/hyundai/in/en/data/find-a-car/Verna/Exterior/pc/March/top-image.jpg,"Rs. 7,29,900"
Hyundai Elite I20,Era 1.2,https://spn-sta.spinny.com/blog/20220414231737/Featured-Image-Mahindra-XUV300.jpg?compress=true&quality=80&w=600&dpr=2.6,"Rs. 8,04,800"
Hyundai Aura,E 1.2 Petrol,https://stimg.cardekho.com/images/carexteriorimages/360x240/Renault/Renault-Lodgy/047.jpg,"Rs. 7,85,900"
Hyundai Aura,S 1.2 Petrol,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaAFuC5MxUqErFbg3ZZn8qIhAIGhH_RYEnFA&s,"Rs. 7,28,900"
Hyundai Aura,S 1.2 Amt Petrol,https://stimg.cardekho.com/images/carexteriorimages/360x240/Mahindra/Mahindra-e2o-Plus/1556194806662/047.jpg,"Rs. 8,54,900"
Hyundai Aura,Sx 1.2 Petrol,https://media.zigcdn.com/media/model/2022/Nov/front-1-4-left-1034360231_930x620.jpg,"Rs. 7,73,800"
Hyundai Aura,Sx Plus 1.2 Amt Petrol,https://stimg.cardekho.com/images/carexteriorimages/360x240/Honda/Honda-BR-V/047.jpg,"Rs. 8,23,700"
Hyundai Aura,Sx (O) 1.2 Petrol,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV4wd9Sr0CT3_kqLl2ELgJWnFR7naxQnN17A&s,"Rs. 9,22,700"
Hyundai Aura,S 1.2 Cng Petrol (Cng +,https://stimg.cardekho.com/images/carexteriorimages/930x620/Force/Gurkha-5-Door/10268/1714390165742/front-left-side-47.jpg,"Rs. 9,03,800"
Hyundai Aura,Sx Plus 1.0 Petrol,https://images.91wheels.com/assets/c_images/gallery/maruti/xl6/maruti-xl6-4-1698124115.jpg?width=420&q=60?w=1080&q=60,"Rs. 5,82,000"
Hyundai Aura,S 1.2 Diesel,https://imgd.aeplcdn.com/664x374/cw/ec/39470/Mahindra-TUV300-Right-Front-Three-Quarter-155737.jpg?wm=0&q=80,"Rs. 6,76,500"
Hyundai Aura,S 1.2 Amt Diesel,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrMbxgxcD4pTsNdyLH11DzGw6SgaF6sLhRAw&s,"Rs. 7,76,500"
Hyundai Aura,Sx Plus 1.2 Amt Diesel,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7MSUG6QcndeHyx0KncxsLz2vMZg5-a0Y-NA&s,"Rs. 7,34,500"
Hyundai Aura,Sx (O) 1.2 Diesel,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-IdQaap91yIx5BSDxCBY95G9TCYxbySxRNg&s,"Rs. 8,51,500"
Volkswagen Polo,Trendline 1.0L (P),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4Rnr0DbIbjnzhYExWzgoy55W4DWnrHMDheg&s,"Rs. 9,31,500"
Volkswagen Polo,Comfortline 1.0 (P),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOIoes3avPl89SY7L9bt8DUaqPo1E0V32qRA&s,"Rs. 9,76,000"
Volkswagen Polo,Highline Plus 1.0 (P),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg2eNPfAiPQX-GGne9mRlYrqxSqvSzuGfOXA&s,"Rs. 9,88,500"
Volkswagen Polo,Trendline 1.5L (D),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX4bLLLlrNnO-3Gi_wc1wlIXFbFVZQwvj3NA&s,"Rs. 5,82,613"
Volkswagen Polo,Comfortline 1.5 (D),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxWGIuQ1LaVPN4HHVT26LYfvwi7qoYbgAjrg&s,"Rs. 6,73,112"
Volkswagen Polo,Highline Plus 1.5 (D),https://imgd.aeplcdn.com/370x208/ec/60/CA/18036/img/ol/Toyota-Corolla-Altis-Right-Front-Three-Quarter-49081.jpg?v=201711021421&q=80,"Rs. 6,66,622"
Volkswagen Polo,Gt Tsi,https://cdn.zeebiz.com/sites/default/files/styles/zeebiz_850x478/public/2019/02/13/73961-honda-civic1.JPG?itok=RRZyBgT4,"Rs. 7,32,113"
Volkswagen Polo,Gt Tdi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe9n8JwRBYTaSb-PrB8tvGCq3aWhHRKVoXQA&s,"Rs. 7,57,622"
Maruti Suzuki Dzire,Lxi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-X3wbIC-wOLcFKieR0gWsCf4p7SqDZdKTHw&s,"Rs. 7,20,112"
Maruti Suzuki Dzire,Vxi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWnMZR6kKhqH1e1CGnrB6LEz0HBa-IsReBdg&s,"Rs. 8,63,122"
Maruti Suzuki Dzire,Ldi,https://stimg.cardekho.com/images/carexteriorimages/930x620/Volvo/Volvo-V40/4127/1551160870713/front-left-side-47.jpg,"Rs. 8,16,622"
Maruti Suzuki Dzire,Zxi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb7bUGGoYSZUR_-UZ0DkEaIDduFmaJjQUixA&s,"Rs. 8,21,613"
Maruti Suzuki Dzire,Vdi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcecfV6-uELV0wPzb4gma5Sl5sn9P76qMAmA&s,"Rs. 7,79,113"
Maruti Suzuki Dzire,Vxi Amt,https://stimg.cardekho.com/images/carexteriorimages/630x420/Mini/3-DOOR/10593/1689937052417/front-left-side-47.jpg?impolicy=resize&imwidth=420,"Rs. 8,68,613"
Maruti Suzuki Dzire,Zdi Amt,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYoYZ8qa1aGDX5gvDELOmh8KV69BCC7U1PGg&s,"Rs. 9,06,122"
Maruti Suzuki Dzire,Zdi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL6X1ZsrOr03ftU2bGIq1fKlJTyLWsXJafmg&s,"Rs. 8,04,622"
